Ruta,Dia,Tiempo_recorrido_min,Pasajeros,Clima
Ruta 2,Miércoles,35,34,Nublado
Ruta 5,Miércoles,60,50,Nublado
Ruta 2,Sábado,35,5,Soleado
Ruta 4,Martes,52,6,Lluvioso
Ruta 4,Sábado,34,14,Soleado
Ruta 1,Domingo,34,30,Nublado
Ruta 5,Sábado,33,44,Nublado
Ruta 3,Domingo,47,37,Nublado
Ruta 1,Viernes,26,41,Soleado
Ruta 4,Sábado,26,16,Nublado
Ruta 2,Jueves,36,14,Lluvioso
Ruta 4,Lunes,51,37,Nublado
Ruta 1,Miércoles,53,9,Nublado
Ruta 1,Viernes,26,9,Lluvioso
Ruta 1,Miércoles,40,28,Soleado
Ruta 2,Jueves,21,27,Nublado
Ruta 2,Sábado,52,20,Soleado
Ruta 3,Jueves,46,11,Lluvioso
Ruta 2,Jueves,15,13,Nublado
Ruta 1,Lunes,40,11,Soleado
Ruta 5,Sábado,42,11,Soleado
Ruta 5,Domingo,56,24,Soleado
Ruta 3,Lunes,42,36,Lluvioso
Ruta 5,Lunes,32,20,Nublado
Ruta 3,Martes,34,18,Nublado
Ruta 2,Lunes,42,47,Soleado
Ruta 4,Lunes,46,31,Lluvioso
Ruta 1,Viernes,20,32,Soleado
Ruta 2,Martes,45,29,Soleado
Ruta 1,Jueves,49,45,Lluvioso
Ruta 5,Lunes,52,36,Lluvioso
Ruta 2,Martes,38,22,Lluvioso
Ruta 3,Sábado,50,46,Soleado
Ruta 1,Martes,32,40,Lluvioso
Ruta 4,Domingo,57,7,Nublado
Ruta 5,Lunes,43,41,Soleado
Ruta 4,Jueves,52,21,Soleado
Ruta 4,Lunes,50,27,Soleado
Ruta 2,Domingo,23,49,Lluvioso
Ruta 2,Domingo,39,36,Lluvioso
Ruta 2,Jueves,51,11,Soleado
Ruta 5,Domingo,55,23,Soleado
Ruta 4,Viernes,20,46,Soleado
Ruta 5,Sábado,34,32,Lluvioso
Ruta 5,Viernes,54,23,Soleado
Ruta 3,Viernes,42,47,Soleado
Ruta 4,Sábado,31,13,Lluvioso
Ruta 3,Miércoles,25,19,Lluvioso
Ruta 1,Sábado,47,17,Lluvioso
Ruta 3,Viernes,57,30,Nublado
Ruta 5,Domingo,25,22,Soleado
Ruta 2,Domingo,21,7,Lluvioso
Ruta 1,Martes,30,7,Lluvioso
Ruta 1,Sábado,39,32,Lluvioso
Ruta 3,Viernes,31,26,Soleado
Ruta 4,Sábado,37,41,Nublado
Ruta 1,Lunes,36,22,Nublado
Ruta 1,Lunes,44,10,Nublado
Ruta 3,Viernes,33,8,Soleado
Ruta 3,Lunes,39,9,Nublado
Ruta 4,Miércoles,47,24,Lluvioso
Ruta 4,Martes,15,23,Lluvioso
Ruta 5,Jueves,16,6,Soleado
Ruta 5,Domingo,25,5,Soleado
Ruta 5,Sábado,30,5,Nublado
Ruta 1,Martes,15,13,Soleado
Ruta 1,Viernes,33,14,Soleado
Ruta 1,Lunes,37,26,Nublado
Ruta 1,Domingo,22,11,Soleado
Ruta 4,Viernes,38,20,Soleado
Ruta 5,Viernes,47,34,Nublado
Ruta 3,Viernes,52,5,Lluvioso
Ruta 5,Jueves,58,39,Nublado
Ruta 3,Sábado,36,19,Soleado
Ruta 5,Viernes,59,27,Soleado
Ruta 2,Domingo,55,5,Nublado
Ruta 2,Martes,16,46,Nublado
Ruta 3,Jueves,45,33,Lluvioso
Ruta 2,Jueves,57,26,Soleado
Ruta 3,Sábado,36,28,Nublado
Ruta 5,Domingo,46,21,Nublado
Ruta 5,Lunes,40,22,Soleado
Ruta 5,Domingo,21,23,Lluvioso
Ruta 2,Jueves,37,12,Lluvioso
Ruta 3,Viernes,17,42,Soleado
Ruta 5,Sábado,46,7,Lluvioso
Ruta 2,Domingo,38,19,Soleado
Ruta 3,Sábado,45,26,Soleado
Ruta 4,Viernes,59,37,Nublado
Ruta 3,Lunes,29,36,Soleado
Ruta 4,Miércoles,31,42,Soleado
Ruta 2,Miércoles,46,45,Soleado
Ruta 4,Lunes,20,29,Lluvioso
Ruta 3,Miércoles,28,20,Soleado
Ruta 5,Sábado,30,45,Lluvioso
Ruta 3,Martes,40,33,Nublado
Ruta 3,Jueves,55,37,Nublado
Ruta 2,Sábado,22,15,Soleado
Ruta 2,Domingo,36,12,Nublado
Ruta 3,Viernes,16,40,Nublado
Ruta 3,Jueves,35,15,Soleado
Ruta 1,Miércoles,51,24,Nublado
Ruta 2,Jueves,19,47,Nublado
Ruta 4,Domingo,43,48,Soleado
Ruta 1,Sábado,54,22,Lluvioso
Ruta 3,Martes,16,16,Nublado
Ruta 2,Miércoles,48,42,Lluvioso
Ruta 1,Martes,25,47,Soleado
Ruta 1,Lunes,59,29,Lluvioso
Ruta 2,Domingo,30,13,Soleado
Ruta 3,Domingo,31,38,Soleado
Ruta 2,Sábado,39,31,Lluvioso
Ruta 2,Domingo,37,36,Nublado
Ruta 1,Miércoles,17,31,Lluvioso
Ruta 4,Jueves,33,46,Soleado
Ruta 2,Sábado,42,18,Lluvioso
Ruta 5,Miércoles,23,45,Nublado
Ruta 1,Viernes,43,36,Lluvioso
Ruta 5,Lunes,26,24,Soleado
Ruta 5,Jueves,58,46,Soleado
Ruta 1,Jueves,30,5,Lluvioso
Ruta 1,Viernes,34,28,Lluvioso
Ruta 4,Viernes,29,16,Lluvioso
Ruta 5,Lunes,15,26,Nublado
Ruta 3,Lunes,51,24,Lluvioso
Ruta 4,Jueves,22,37,Lluvioso
Ruta 3,Domingo,24,33,Soleado
Ruta 3,Jueves,48,16,Soleado
Ruta 1,Jueves,28,50,Nublado
Ruta 5,Martes,26,24,Lluvioso
Ruta 2,Sábado,34,6,Soleado
Ruta 5,Sábado,50,19,Lluvioso
Ruta 2,Miércoles,25,19,Soleado
Ruta 1,Lunes,34,20,Soleado
Ruta 4,Sábado,57,29,Nublado
Ruta 5,Martes,33,24,Nublado
Ruta 3,Domingo,29,30,Lluvioso
Ruta 4,Jueves,45,26,Soleado
Ruta 2,Lunes,16,26,Soleado
Ruta 4,Miércoles,57,45,Lluvioso
Ruta 4,Jueves,40,14,Lluvioso
Ruta 5,Lunes,50,22,Lluvioso
Ruta 2,Martes,48,33,Nublado
Ruta 5,Jueves,23,50,Lluvioso
Ruta 4,Viernes,25,9,Nublado
Ruta 2,Jueves,21,40,Lluvioso
Ruta 3,Domingo,44,5,Nublado
Ruta 3,Sábado,45,50,Soleado
Ruta 5,Martes,54,48,Lluvioso
Ruta 2,Martes,17,12,Soleado
Ruta 3,Martes,29,23,Nublado
Ruta 1,Lunes,37,36,Soleado
Ruta 2,Lunes,15,33,Lluvioso
Ruta 4,Sábado,35,12,Soleado
Ruta 2,Miércoles,57,41,Lluvioso
Ruta 2,Martes,53,41,Nublado
Ruta 3,Lunes,38,17,Soleado
Ruta 2,Sábado,18,14,Nublado
Ruta 3,Martes,22,17,Lluvioso
Ruta 3,Miércoles,45,30,Nublado
Ruta 5,Domingo,36,44,Lluvioso
Ruta 1,Martes,50,43,Nublado
Ruta 1,Lunes,35,27,Nublado
Ruta 1,Miércoles,47,9,Nublado
Ruta 1,Jueves,53,39,Lluvioso
Ruta 4,Sábado,23,40,Soleado
Ruta 2,Martes,58,14,Nublado
Ruta 2,Lunes,51,50,Nublado
Ruta 1,Jueves,40,17,Soleado
Ruta 5,Miércoles,30,6,Soleado
Ruta 2,Domingo,55,16,Soleado
Ruta 5,Sábado,33,18,Lluvioso
Ruta 1,Martes,32,13,Nublado
Ruta 1,Sábado,27,40,Nublado
Ruta 3,Viernes,26,41,Soleado
Ruta 4,Martes,54,20,Lluvioso
Ruta 5,Viernes,35,9,Nublado
Ruta 1,Jueves,42,50,Soleado
Ruta 5,Jueves,17,39,Nublado
Ruta 3,Miércoles,58,29,Nublado
Ruta 5,Lunes,31,8,Lluvioso
Ruta 3,Domingo,15,44,Lluvioso
Ruta 2,Martes,23,31,Soleado
Ruta 3,Lunes,18,23,Soleado
Ruta 5,Jueves,38,10,Nublado
Ruta 2,Miércoles,19,30,Lluvioso
Ruta 4,Martes,24,37,Soleado
Ruta 4,Viernes,55,21,Nublado
Ruta 4,Domingo,36,41,Nublado
Ruta 5,Martes,31,42,Lluvioso
Ruta 1,Martes,40,39,Nublado
Ruta 3,Sábado,50,12,Nublado
Ruta 4,Martes,49,8,Nublado
Ruta 2,Sábado,36,40,Nublado
Ruta 1,Sábado,59,17,Nublado
Ruta 4,Jueves,56,20,Lluvioso
Ruta 5,Miércoles,59,10,Lluvioso
Ruta 4,Sábado,18,38,Lluvioso
Ruta 4,Sábado,51,38,Nublado
Ruta 3,Martes,17,19,Lluvioso
Ruta 2,Sábado,54,14,Nublado
Ruta 4,Jueves,18,21,Lluvioso
Ruta 3,Martes,56,31,Lluvioso
Ruta 5,Lunes,40,42,Soleado
Ruta 4,Sábado,19,7,Nublado
Ruta 5,Jueves,19,11,Nublado
Ruta 3,Jueves,15,16,Lluvioso
Ruta 2,Sábado,31,47,Soleado
Ruta 1,Martes,55,17,Nublado
Ruta 4,Viernes,47,19,Lluvioso
Ruta 2,Domingo,44,9,Nublado
Ruta 2,Viernes,47,24,Lluvioso
Ruta 1,Martes,30,43,Soleado
Ruta 3,Lunes,39,44,Lluvioso
Ruta 4,Miércoles,30,22,Lluvioso
Ruta 5,Domingo,24,5,Nublado
Ruta 3,Martes,60,32,Soleado
Ruta 3,Miércoles,45,47,Soleado
Ruta 5,Viernes,16,13,Nublado
Ruta 1,Martes,36,9,Lluvioso
Ruta 1,Martes,23,24,Soleado
Ruta 2,Domingo,21,25,Nublado
Ruta 3,Lunes,33,11,Lluvioso
Ruta 2,Viernes,30,30,Soleado
Ruta 5,Domingo,23,18,Soleado
Ruta 5,Lunes,42,25,Soleado
Ruta 3,Viernes,35,36,Lluvioso
Ruta 4,Martes,42,32,Lluvioso
Ruta 4,Miércoles,35,8,Lluvioso
Ruta 3,Sábado,23,17,Soleado
Ruta 4,Domingo,28,36,Soleado
Ruta 4,Domingo,41,39,Nublado
Ruta 2,Jueves,53,41,Soleado
Ruta 4,Miércoles,45,9,Nublado
Ruta 5,Miércoles,26,45,Lluvioso
Ruta 5,Sábado,55,5,Lluvioso
Ruta 3,Martes,53,48,Nublado
Ruta 4,Lunes,54,39,Soleado
Ruta 1,Domingo,30,19,Nublado
Ruta 4,Domingo,34,40,Soleado
Ruta 3,Viernes,32,8,Soleado
Ruta 1,Martes,35,9,Soleado
Ruta 2,Sábado,57,13,Lluvioso
Ruta 1,Domingo,58,7,Lluvioso
Ruta 3,Jueves,51,41,Lluvioso
Ruta 5,Sábado,17,7,Lluvioso
Ruta 1,Domingo,51,30,Nublado
Ruta 3,Sábado,19,43,Soleado
Ruta 4,Lunes,59,36,Soleado
Ruta 5,Martes,36,43,Lluvioso
Ruta 5,Miércoles,24,6,Nublado
Ruta 5,Miércoles,18,23,Lluvioso
Ruta 4,Martes,27,40,Soleado
Ruta 4,Martes,57,18,Lluvioso
Ruta 1,Domingo,29,17,Nublado
Ruta 2,Viernes,44,10,Nublado
Ruta 4,Sábado,54,30,Nublado
Ruta 4,Lunes,21,42,Lluvioso
Ruta 3,Martes,45,21,Nublado
Ruta 5,Viernes,47,24,Lluvioso
Ruta 4,Domingo,40,38,Lluvioso
Ruta 3,Jueves,44,33,Lluvioso
Ruta 3,Miércoles,52,31,Nublado
Ruta 2,Martes,41,35,Lluvioso
Ruta 5,Martes,46,49,Nublado
Ruta 3,Lunes,34,38,Lluvioso
Ruta 2,Martes,18,30,Soleado
Ruta 1,Miércoles,42,17,Soleado
Ruta 5,Miércoles,21,33,Lluvioso
Ruta 1,Sábado,47,11,Nublado
Ruta 1,Domingo,35,44,Lluvioso
Ruta 4,Jueves,16,23,Lluvioso
Ruta 1,Domingo,49,18,Soleado
Ruta 1,Martes,21,13,Lluvioso
Ruta 3,Miércoles,44,37,Nublado
Ruta 1,Martes,31,12,Nublado
Ruta 1,Domingo,18,49,Lluvioso
Ruta 3,Sábado,17,33,Lluvioso
Ruta 5,Sábado,51,49,Nublado
Ruta 1,Miércoles,58,6,Nublado
Ruta 1,Miércoles,34,12,Lluvioso
Ruta 3,Martes,54,36,Soleado
Ruta 1,Jueves,39,26,Nublado
Ruta 5,Domingo,33,47,Soleado
Ruta 5,Domingo,22,41,Nublado
Ruta 1,Domingo,22,46,Lluvioso
Ruta 5,Martes,19,7,Soleado
Ruta 1,Lunes,36,5,Soleado
Ruta 2,Viernes,18,29,Nublado
Ruta 3,Martes,46,40,Lluvioso
Ruta 3,Domingo,23,16,Nublado
Ruta 2,Martes,31,16,Nublado
Ruta 4,Martes,29,28,Lluvioso
Ruta 2,Lunes,54,5,Lluvioso
Ruta 1,Miércoles,32,20,Soleado
Ruta 2,Martes,36,32,Lluvioso
Ruta 3,Martes,26,35,Soleado
Ruta 2,Jueves,29,43,Nublado
Ruta 3,Viernes,43,13,Lluvioso
Ruta 3,Martes,47,7,Soleado
Ruta 4,Viernes,37,11,Lluvioso
Ruta 3,Miércoles,48,45,Lluvioso
Ruta 2,Jueves,57,18,Lluvioso
Ruta 4,Lunes,28,12,Lluvioso
Ruta 4,Viernes,44,10,Lluvioso
Ruta 4,Miércoles,24,10,Lluvioso
Ruta 2,Domingo,49,23,Lluvioso
Ruta 4,Domingo,19,5,Nublado
Ruta 1,Jueves,36,45,Nublado
Ruta 4,Sábado,37,19,Nublado
Ruta 5,Lunes,30,30,Nublado
Ruta 4,Viernes,25,33,Nublado
Ruta 3,Viernes,15,21,Soleado
Ruta 1,Sábado,27,18,Lluvioso
Ruta 2,Sábado,23,37,Nublado
Ruta 3,Sábado,17,41,Nublado
Ruta 1,Jueves,20,37,Nublado
Ruta 2,Martes,54,47,Nublado
Ruta 3,Lunes,41,7,Nublado
Ruta 1,Viernes,27,16,Lluvioso
Ruta 1,Viernes,28,25,Lluvioso
Ruta 3,Domingo,32,9,Nublado
Ruta 5,Jueves,37,18,Soleado
Ruta 3,Miércoles,60,40,Soleado
Ruta 4,Jueves,37,50,Nublado
Ruta 3,Sábado,35,38,Soleado
Ruta 3,Viernes,52,44,Nublado
Ruta 3,Martes,33,49,Soleado
Ruta 3,Jueves,16,50,Lluvioso
Ruta 4,Lunes,48,41,Nublado
Ruta 2,Lunes,56,32,Nublado
Ruta 2,Jueves,17,49,Lluvioso
Ruta 3,Viernes,15,46,Nublado
Ruta 1,Viernes,39,23,Soleado
Ruta 4,Miércoles,35,35,Soleado
Ruta 3,Viernes,59,6,Soleado
Ruta 3,Martes,54,42,Lluvioso
Ruta 4,Viernes,55,11,Lluvioso
Ruta 5,Domingo,16,38,Soleado
Ruta 1,Miércoles,31,46,Nublado
Ruta 5,Lunes,40,28,Soleado
Ruta 3,Sábado,28,34,Lluvioso
Ruta 2,Martes,53,5,Lluvioso
Ruta 3,Miércoles,25,40,Lluvioso
Ruta 2,Jueves,45,5,Soleado
Ruta 2,Lunes,44,43,Soleado
Ruta 2,Sábado,59,41,Nublado
Ruta 2,Sábado,44,42,Lluvioso
Ruta 1,Miércoles,33,45,Nublado
Ruta 5,Sábado,27,24,Nublado
Ruta 3,Viernes,42,6,Lluvioso
Ruta 4,Viernes,59,31,Nublado
Ruta 2,Sábado,27,39,Soleado
Ruta 5,Sábado,60,7,Lluvioso
Ruta 4,Lunes,52,42,Nublado
Ruta 4,Sábado,49,45,Soleado
Ruta 3,Miércoles,44,19,Lluvioso
Ruta 3,Miércoles,36,14,Nublado
Ruta 3,Viernes,23,12,Lluvioso
Ruta 3,Lunes,17,40,Soleado
Ruta 5,Jueves,30,31,Lluvioso
Ruta 4,Martes,18,28,Nublado
Ruta 5,Jueves,45,18,Soleado
Ruta 1,Jueves,56,18,Soleado
Ruta 1,Martes,43,15,Nublado
Ruta 5,Lunes,46,32,Nublado
Ruta 1,Lunes,23,31,Nublado
Ruta 3,Martes,58,34,Nublado
Ruta 1,Lunes,44,10,Soleado
Ruta 1,Viernes,34,49,Soleado
Ruta 5,Martes,42,23,Lluvioso
Ruta 3,Jueves,39,9,Nublado
Ruta 4,Sábado,22,28,Lluvioso
Ruta 2,Sábado,53,49,Nublado
Ruta 2,Miércoles,28,39,Lluvioso
Ruta 2,Miércoles,27,26,Nublado
Ruta 2,Lunes,43,14,Nublado
Ruta 3,Viernes,27,48,Soleado
Ruta 1,Sábado,23,17,Nublado
Ruta 5,Sábado,57,24,Nublado
Ruta 2,Lunes,49,22,Lluvioso
Ruta 1,Martes,17,17,Soleado
Ruta 4,Jueves,37,14,Soleado
Ruta 3,Viernes,23,10,Nublado
Ruta 2,Miércoles,35,33,Nublado
Ruta 5,Martes,58,9,Soleado
Ruta 2,Sábado,52,8,Nublado
Ruta 2,Jueves,33,17,Soleado
Ruta 4,Viernes,30,32,Lluvioso
Ruta 1,Viernes,33,16,Nublado
Ruta 5,Miércoles,44,12,Lluvioso
Ruta 1,Lunes,32,37,Nublado
Ruta 1,Jueves,36,26,Soleado
Ruta 4,Martes,23,30,Nublado
Ruta 3,Jueves,58,24,Lluvioso
Ruta 3,Lunes,32,42,Lluvioso
Ruta 4,Lunes,48,45,Lluvioso
Ruta 2,Sábado,46,18,Nublado
Ruta 1,Sábado,15,33,Nublado
Ruta 1,Martes,60,42,Soleado
Ruta 3,Jueves,28,33,Soleado
Ruta 3,Lunes,30,30,Soleado
Ruta 4,Jueves,43,9,Soleado
Ruta 1,Domingo,58,5,Lluvioso
Ruta 3,Jueves,32,34,Soleado
Ruta 4,Jueves,24,39,Lluvioso
Ruta 4,Lunes,26,25,Lluvioso
Ruta 3,Sábado,43,23,Soleado
Ruta 5,Viernes,26,46,Soleado
Ruta 5,Sábado,23,10,Soleado
Ruta 3,Domingo,45,10,Nublado
Ruta 5,Sábado,57,23,Soleado
Ruta 5,Domingo,38,26,Soleado
Ruta 4,Martes,29,30,Lluvioso
Ruta 2,Domingo,54,48,Soleado
Ruta 4,Sábado,15,15,Soleado
Ruta 1,Sábado,42,18,Nublado
Ruta 5,Viernes,27,45,Lluvioso
Ruta 3,Martes,26,35,Lluvioso
Ruta 1,Viernes,52,21,Nublado
Ruta 1,Viernes,42,23,Soleado
Ruta 4,Martes,25,33,Nublado
Ruta 5,Domingo,37,45,Soleado
Ruta 4,Miércoles,59,33,Nublado
Ruta 3,Martes,57,34,Lluvioso
Ruta 3,Lunes,16,29,Nublado
Ruta 5,Domingo,39,43,Soleado
Ruta 5,Lunes,48,15,Soleado
Ruta 1,Lunes,19,47,Soleado
Ruta 3,Sábado,35,43,Soleado
Ruta 4,Lunes,50,46,Nublado
Ruta 5,Miércoles,27,45,Soleado
Ruta 3,Sábado,50,9,Nublado
Ruta 2,Lunes,36,18,Soleado
Ruta 3,Martes,50,41,Lluvioso
Ruta 1,Jueves,49,44,Soleado
Ruta 3,Sábado,29,30,Lluvioso
Ruta 4,Martes,17,14,Nublado
Ruta 4,Miércoles,36,46,Nublado
Ruta 4,Viernes,60,15,Nublado
Ruta 5,Viernes,41,49,Nublado
Ruta 4,Jueves,20,25,Nublado
Ruta 2,Viernes,21,29,Soleado
Ruta 5,Martes,36,19,Soleado
Ruta 2,Sábado,51,8,Nublado
Ruta 5,Lunes,43,34,Lluvioso
Ruta 1,Jueves,46,48,Soleado
Ruta 5,Miércoles,50,42,Lluvioso
Ruta 5,Viernes,26,27,Lluvioso
Ruta 1,Miércoles,22,50,Lluvioso
Ruta 2,Sábado,46,37,Soleado
Ruta 1,Miércoles,57,33,Soleado
Ruta 2,Martes,57,21,Soleado
Ruta 3,Lunes,55,48,Lluvioso
Ruta 1,Sábado,25,39,Lluvioso
Ruta 4,Lunes,54,23,Lluvioso
Ruta 1,Miércoles,22,8,Lluvioso
Ruta 3,Jueves,35,19,Lluvioso
Ruta 4,Domingo,59,47,Soleado
Ruta 5,Miércoles,40,26,Nublado
Ruta 4,Jueves,26,24,Soleado
Ruta 3,Jueves,57,10,Soleado
Ruta 1,Miércoles,27,12,Nublado
Ruta 3,Domingo,24,26,Lluvioso
Ruta 3,Lunes,56,40,Nublado
Ruta 3,Domingo,17,21,Soleado
Ruta 2,Sábado,16,32,Nublado
Ruta 1,Jueves,28,39,Soleado
Ruta 5,Miércoles,33,48,Lluvioso
Ruta 4,Jueves,16,13,Soleado
Ruta 4,Jueves,41,19,Soleado
Ruta 4,Miércoles,32,43,Lluvioso
Ruta 3,Sábado,43,24,Lluvioso
Ruta 4,Sábado,45,10,Soleado
Ruta 3,Lunes,51,38,Soleado
Ruta 2,Martes,44,11,Nublado
Ruta 5,Martes,20,46,Nublado
Ruta 5,Sábado,24,20,Nublado
Ruta 4,Miércoles,26,32,Nublado
Ruta 5,Jueves,36,39,Soleado
Ruta 3,Domingo,46,34,Lluvioso
Ruta 3,Jueves,30,45,Lluvioso
Ruta 5,Martes,46,45,Lluvioso
Ruta 1,Martes,37,32,Lluvioso
Ruta 1,Martes,24,8,Nublado
Ruta 1,Lunes,31,40,Nublado
Ruta 2,Domingo,57,10,Soleado
Ruta 2,Jueves,17,41,Nublado
Ruta 3,Miércoles,24,43,Lluvioso
Ruta 1,Lunes,18,5,Nublado
Ruta 5,Lunes,18,18,Lluvioso
Ruta 3,Viernes,50,15,Nublado
Ruta 5,Sábado,28,21,Nublado
Ruta 2,Sábado,23,32,Nublado
Ruta 1,Martes,41,13,Lluvioso
Ruta 3,Jueves,31,18,Lluvioso
Ruta 3,Jueves,46,7,Nublado
Ruta 3,Viernes,53,11,Nublado
Ruta 1,Lunes,47,24,Nublado
Ruta 3,Domingo,21,50,Lluvioso
Ruta 1,Sábado,22,23,Lluvioso
Ruta 4,Lunes,42,10,Nublado
Ruta 1,Jueves,48,50,Soleado
Ruta 4,Jueves,16,42,Soleado
Ruta 1,Viernes,51,19,Nublado
Ruta 2,Jueves,57,35,Soleado
Ruta 5,Domingo,48,24,Soleado
Ruta 2,Martes,30,14,Nublado
Ruta 5,Sábado,60,48,Soleado
Ruta 3,Sábado,19,36,Lluvioso
Ruta 3,Lunes,29,34,Lluvioso
Ruta 4,Lunes,25,11,Nublado
Ruta 4,Miércoles,53,43,Nublado
Ruta 1,Viernes,35,42,Soleado
Ruta 5,Lunes,18,19,Soleado
Ruta 2,Domingo,30,6,Lluvioso
Ruta 5,Sábado,51,26,Lluvioso
Ruta 5,Viernes,43,34,Nublado
Ruta 5,Lunes,59,10,Lluvioso
Ruta 5,Sábado,42,10,Nublado
Ruta 3,Martes,35,13,Lluvioso
Ruta 4,Domingo,25,16,Lluvioso
Ruta 3,Miércoles,54,9,Soleado
Ruta 2,Domingo,22,22,Soleado
Ruta 2,Domingo,21,39,Nublado
Ruta 1,Miércoles,15,46,Nublado
Ruta 1,Viernes,17,22,Lluvioso
Ruta 4,Sábado,46,21,Nublado
Ruta 5,Sábado,16,11,Soleado
Ruta 2,Jueves,17,23,Soleado
Ruta 2,Miércoles,18,38,Nublado
Ruta 2,Miércoles,22,19,Nublado
Ruta 5,Domingo,30,24,Lluvioso
Ruta 4,Domingo,52,15,Soleado
Ruta 3,Jueves,60,8,Nublado
Ruta 4,Martes,24,28,Soleado
Ruta 4,Domingo,50,17,Nublado
Ruta 1,Jueves,17,49,Lluvioso
Ruta 5,Viernes,23,43,Lluvioso
Ruta 3,Domingo,47,50,Nublado
Ruta 2,Lunes,25,25,Soleado
Ruta 4,Martes,44,35,Nublado
Ruta 3,Jueves,53,15,Nublado
Ruta 1,Viernes,21,12,Lluvioso
Ruta 2,Martes,48,25,Nublado
Ruta 1,Domingo,59,40,Nublado
Ruta 5,Lunes,25,13,Lluvioso
Ruta 2,Lunes,22,22,Nublado
Ruta 1,Domingo,54,15,Soleado
Ruta 1,Jueves,42,11,Nublado
Ruta 2,Miércoles,47,22,Lluvioso
Ruta 4,Miércoles,51,49,Nublado
Ruta 2,Sábado,46,41,Nublado
Ruta 1,Sábado,32,42,Lluvioso
Ruta 2,Lunes,59,15,Nublado
Ruta 4,Sábado,31,29,Nublado
Ruta 5,Viernes,27,10,Nublado
Ruta 3,Domingo,21,48,Lluvioso
Ruta 4,Domingo,47,35,Soleado
Ruta 5,Jueves,28,6,Soleado
Ruta 4,Domingo,24,38,Nublado
Ruta 1,Sábado,15,23,Lluvioso
Ruta 4,Miércoles,60,35,Nublado
Ruta 2,Jueves,26,8,Nublado
Ruta 1,Miércoles,53,39,Soleado
Ruta 1,Jueves,31,39,Soleado
Ruta 5,Lunes,22,40,Soleado
Ruta 3,Martes,45,24,Soleado
Ruta 4,Jueves,44,46,Nublado
Ruta 1,Lunes,44,9,Soleado
Ruta 4,Miércoles,56,47,Nublado
Ruta 1,Jueves,40,47,Lluvioso
Ruta 5,Lunes,27,12,Soleado
Ruta 4,Viernes,36,31,Nublado
Ruta 1,Lunes,31,21,Nublado
Ruta 1,Domingo,34,41,Lluvioso
Ruta 3,Domingo,29,43,Lluvioso
Ruta 2,Jueves,30,26,Soleado
Ruta 2,Jueves,16,6,Lluvioso
Ruta 3,Jueves,49,23,Soleado
Ruta 3,Miércoles,47,18,Lluvioso
Ruta 1,Martes,55,30,Nublado
Ruta 4,Jueves,55,6,Nublado
Ruta 1,Viernes,23,45,Soleado
Ruta 2,Viernes,17,32,Nublado
Ruta 1,Viernes,54,40,Soleado
Ruta 3,Jueves,55,26,Lluvioso
Ruta 1,Miércoles,30,29,Nublado
Ruta 3,Sábado,30,28,Lluvioso
Ruta 5,Sábado,15,29,Lluvioso
Ruta 1,Domingo,25,25,Soleado
Ruta 1,Sábado,18,26,Lluvioso
Ruta 1,Miércoles,47,5,Soleado
Ruta 5,Martes,22,8,Soleado
Ruta 3,Lunes,59,10,Soleado
Ruta 2,Sábado,35,47,Soleado
Ruta 3,Jueves,60,5,Lluvioso
Ruta 5,Domingo,27,35,Nublado
Ruta 1,Lunes,48,13,Lluvioso
Ruta 2,Jueves,56,20,Soleado
Ruta 2,Miércoles,47,49,Nublado
Ruta 5,Viernes,33,49,Lluvioso
Ruta 2,Sábado,55,6,Soleado
Ruta 5,Lunes,18,13,Lluvioso
Ruta 5,Martes,35,45,Nublado
Ruta 1,Sábado,21,33,Nublado
Ruta 5,Lunes,45,39,Nublado
Ruta 5,Miércoles,57,18,Soleado
Ruta 2,Sábado,51,12,Lluvioso
Ruta 4,Martes,18,41,Soleado
Ruta 3,Jueves,30,38,Nublado
Ruta 1,Viernes,42,46,Nublado
Ruta 5,Lunes,19,8,Nublado
Ruta 2,Lunes,59,33,Soleado
Ruta 4,Viernes,33,31,Lluvioso
Ruta 3,Sábado,47,32,Soleado
Ruta 3,Domingo,35,37,Soleado
Ruta 1,Viernes,49,28,Lluvioso
Ruta 5,Lunes,57,24,Nublado
Ruta 3,Martes,57,42,Lluvioso
Ruta 3,Viernes,40,14,Lluvioso
Ruta 5,Sábado,21,48,Lluvioso
Ruta 5,Martes,42,43,Lluvioso
Ruta 1,Sábado,21,50,Soleado
Ruta 2,Jueves,43,18,Soleado
Ruta 5,Jueves,23,32,Soleado
Ruta 4,Miércoles,57,28,Lluvioso
Ruta 4,Martes,52,49,Soleado
Ruta 2,Martes,16,41,Lluvioso
Ruta 4,Jueves,47,38,Nublado
Ruta 3,Martes,49,31,Nublado
Ruta 3,Viernes,41,9,Lluvioso
Ruta 1,Jueves,60,11,Soleado
Ruta 3,Martes,16,35,Soleado
Ruta 4,Domingo,52,20,Soleado
Ruta 2,Viernes,29,36,Soleado
Ruta 4,Miércoles,43,44,Lluvioso
Ruta 1,Jueves,59,35,Nublado
Ruta 4,Lunes,28,28,Nublado
Ruta 3,Martes,28,8,Soleado
Ruta 5,Jueves,56,24,Nublado
Ruta 5,Sábado,49,40,Soleado
Ruta 5,Sábado,24,34,Nublado
Ruta 3,Martes,48,31,Soleado
Ruta 3,Lunes,47,46,Nublado
Ruta 2,Lunes,28,14,Soleado
